UUID,LABEL
a923-45b7-gh12-5448,0
a923-45b7-gh12-470,0
a923-45b7-gh12-9539,0
a923-45b7-gh12-917,0
a923-45b7-gh12-5321,0
a923-45b7-gh12-5647,0
a923-45b7-gh12-5129,0
a923-45b7-gh12-8407,0
a923-45b7-gh12-5788,0
a923-45b7-gh12-5499,0
a923-45b7-gh12-5130,0
a923-45b7-gh12-4266,0
a923-45b7-gh12-8282,0
a923-45b7-gh12-2996,0
a923-45b7-gh12-2568,0
a923-45b7-gh12-6878,0
a923-45b7-gh12-2145,0
a923-45b7-gh12-8555,0
a923-45b7-gh12-4863,0
a923-45b7-gh12-9815,0
a923-45b7-gh12-5412,1
a923-45b7-gh12-3844,1
a923-45b7-gh12-4229,1
a923-45b7-gh12-8465,1
a923-45b7-gh12-2971,1
a923-45b7-gh12-9854,1
a923-45b7-gh12-192,1
a923-45b7-gh12-798,1
a923-45b7-gh12-6403,1
a923-45b7-gh12-7118,1
a923-45b7-gh12-5557,1
a923-45b7-gh12-232,1
a923-45b7-gh12-3580,1
a923-45b7-gh12-4874,1
a923-45b7-gh12-3160,1
a923-45b7-gh12-1135,0
a923-45b7-gh12-300,0
a923-45b7-gh12-7364,0
a923-45b7-gh12-492,0
a923-45b7-gh12-6053,0
a923-45b7-gh12-3936,0
a923-45b7-gh12-6297,0
a923-45b7-gh12-7502,0
a923-45b7-gh12-7526,0
a923-45b7-gh12-1255,0
a923-45b7-gh12-8426,0
a923-45b7-gh12-6247,0
a923-45b7-gh12-2391,0
a923-45b7-gh12-4118,0
a923-45b7-gh12-5441,0
a923-45b7-gh12-260,0
a923-45b7-gh12-5437,0
a923-45b7-gh12-3986,0
a923-45b7-gh12-6585,0
a923-45b7-gh12-1789,0
a923-45b7-gh12-7335,1
a923-45b7-gh12-5287,1
a923-45b7-gh12-5261,1
a923-45b7-gh12-2821,1
a923-45b7-gh12-689,1
a923-45b7-gh12-4271,1
a923-45b7-gh12-6321,1
a923-45b7-gh12-6830,1
a923-45b7-gh12-3315,1
a923-45b7-gh12-6143,1
a923-45b7-gh12-5276,1
a923-45b7-gh12-2668,1
a923-45b7-gh12-9740,1
a923-45b7-gh12-6044,1
a923-45b7-gh12-7399,1
a923-45b7-gh12-3831,0
a923-45b7-gh12-8977,0
a923-45b7-gh12-8025,0
a923-45b7-gh12-4268,0
a923-45b7-gh12-5959,0
a923-45b7-gh12-7358,0
a923-45b7-gh12-7833,0
a923-45b7-gh12-8384,0
a923-45b7-gh12-1624,0
a923-45b7-gh12-9395,0
a923-45b7-gh12-887,0
a923-45b7-gh12-4403,0
a923-45b7-gh12-8195,0
a923-45b7-gh12-6391,0
a923-45b7-gh12-6030,0
a923-45b7-gh12-2426,0
a923-45b7-gh12-8622,0
a923-45b7-gh12-454,0
a923-45b7-gh12-8023,0
a923-45b7-gh12-8546,0
a923-45b7-gh12-6584,1
a923-45b7-gh12-7973,1
a923-45b7-gh12-2911,1
a923-45b7-gh12-8308,1
a923-45b7-gh12-1360,1
a923-45b7-gh12-7278,1
a923-45b7-gh12-8084,1
a923-45b7-gh12-4391,1
a923-45b7-gh12-6846,1
a923-45b7-gh12-6966,1
a923-45b7-gh12-6800,1
a923-45b7-gh12-508,1
a923-45b7-gh12-7878,1
a923-45b7-gh12-4523,1
a923-45b7-gh12-2467,1
a923-45b7-gh12-4891,0
a923-45b7-gh12-2277,0
a923-45b7-gh12-2875,0
a923-45b7-gh12-3888,0
a923-45b7-gh12-3749,0
a923-45b7-gh12-726,0
a923-45b7-gh12-2639,0
a923-45b7-gh12-6095,0
a923-45b7-gh12-3634,0
a923-45b7-gh12-353,0
a923-45b7-gh12-1131,0
a923-45b7-gh12-327,0
a923-45b7-gh12-9520,0
a923-45b7-gh12-1932,0
a923-45b7-gh12-551,0
a923-45b7-gh12-2018,0
a923-45b7-gh12-6233,0
a923-45b7-gh12-397,0
a923-45b7-gh12-3612,0
a923-45b7-gh12-1632,0
a923-45b7-gh12-1259,1
a923-45b7-gh12-8634,1
a923-45b7-gh12-8853,1
a923-45b7-gh12-7192,1
a923-45b7-gh12-6512,1
a923-45b7-gh12-1409,1
a923-45b7-gh12-1996,1
a923-45b7-gh12-4158,1
a923-45b7-gh12-5712,1
a923-45b7-gh12-6399,1
a923-45b7-gh12-4305,1
a923-45b7-gh12-3456,1
a923-45b7-gh12-2964,1
a923-45b7-gh12-1658,1
a923-45b7-gh12-1617,1
a923-45b7-gh12-3216,0
a923-45b7-gh12-6831,0
a923-45b7-gh12-1301,0
a923-45b7-gh12-1649,0
a923-45b7-gh12-5735,0
a923-45b7-gh12-3861,0
a923-45b7-gh12-7654,0
a923-45b7-gh12-3995,0
a923-45b7-gh12-2082,0
a923-45b7-gh12-4499,0
a923-45b7-gh12-7146,0
a923-45b7-gh12-5983,0
a923-45b7-gh12-8479,0
a923-45b7-gh12-7746,0
a923-45b7-gh12-2493,0
a923-45b7-gh12-8046,0
a923-45b7-gh12-4909,0
a923-45b7-gh12-8297,0
a923-45b7-gh12-4484,0
a923-45b7-gh12-125,0
a923-45b7-gh12-2866,1
a923-45b7-gh12-1559,1
a923-45b7-gh12-741,1
a923-45b7-gh12-8580,1
a923-45b7-gh12-2377,1
a923-45b7-gh12-570,1
a923-45b7-gh12-2720,1
a923-45b7-gh12-4425,1
a923-45b7-gh12-2652,1
a923-45b7-gh12-8350,1
a923-45b7-gh12-5187,1
a923-45b7-gh12-5434,1
a923-45b7-gh12-878,1
a923-45b7-gh12-9615,1
a923-45b7-gh12-5308,1
a923-45b7-gh12-5374,0
a923-45b7-gh12-2687,0
a923-45b7-gh12-4761,0
a923-45b7-gh12-5085,0
a923-45b7-gh12-6814,0
a923-45b7-gh12-7415,0
a923-45b7-gh12-6283,0
a923-45b7-gh12-1133,0
a923-45b7-gh12-1709,0
a923-45b7-gh12-4487,0
a923-45b7-gh12-1954,0
a923-45b7-gh12-7639,0
a923-45b7-gh12-1449,0
a923-45b7-gh12-9894,0
a923-45b7-gh12-1956,0
a923-45b7-gh12-2191,0
a923-45b7-gh12-8985,0
a923-45b7-gh12-4101,0
a923-45b7-gh12-2686,0
a923-45b7-gh12-7013,0
a923-45b7-gh12-3858,1
a923-45b7-gh12-1156,1
a923-45b7-gh12-5908,1
a923-45b7-gh12-4152,1
a923-45b7-gh12-7253,1
a923-45b7-gh12-4355,1
a923-45b7-gh12-4011,1
a923-45b7-gh12-7119,1
a923-45b7-gh12-9270,1
a923-45b7-gh12-4141,1
a923-45b7-gh12-2634,1
a923-45b7-gh12-4845,1
a923-45b7-gh12-3494,1
a923-45b7-gh12-8442,1
a923-45b7-gh12-2880,1
a923-45b7-gh12-2966,0
a923-45b7-gh12-6109,0
a923-45b7-gh12-7243,0
a923-45b7-gh12-654,0
a923-45b7-gh12-1727,0
a923-45b7-gh12-8329,0
a923-45b7-gh12-8660,0
a923-45b7-gh12-4119,0
a923-45b7-gh12-6638,0
a923-45b7-gh12-1832,0
a923-45b7-gh12-5525,0
a923-45b7-gh12-407,0
a923-45b7-gh12-9197,0
a923-45b7-gh12-5819,0
a923-45b7-gh12-207,0
a923-45b7-gh12-4470,0
a923-45b7-gh12-9685,0
a923-45b7-gh12-9649,0
a923-45b7-gh12-7198,0
a923-45b7-gh12-336,0
a923-45b7-gh12-1869,1
a923-45b7-gh12-351,1
a923-45b7-gh12-7734,1
a923-45b7-gh12-3235,1
a923-45b7-gh12-4061,1
a923-45b7-gh12-3209,1
a923-45b7-gh12-4644,1
a923-45b7-gh12-8265,1
a923-45b7-gh12-2046,1
a923-45b7-gh12-1462,1
a923-45b7-gh12-4120,1
a923-45b7-gh12-9838,1
a923-45b7-gh12-6633,1
a923-45b7-gh12-9922,1
a923-45b7-gh12-68,1
a923-45b7-gh12-6834,0
a923-45b7-gh12-856,0
a923-45b7-gh12-3361,0
a923-45b7-gh12-7529,0
a923-45b7-gh12-7402,0
a923-45b7-gh12-7911,0
a923-45b7-gh12-182,0
a923-45b7-gh12-541,0
a923-45b7-gh12-1671,0
a923-45b7-gh12-4812,0
a923-45b7-gh12-6804,0
a923-45b7-gh12-9230,0
a923-45b7-gh12-1746,0
a923-45b7-gh12-8144,0
a923-45b7-gh12-7085,0
a923-45b7-gh12-3147,0
a923-45b7-gh12-9364,0
a923-45b7-gh12-6518,0
a923-45b7-gh12-2038,0
a923-45b7-gh12-8522,0
a923-45b7-gh12-8701,1
a923-45b7-gh12-9554,1
a923-45b7-gh12-8711,1
a923-45b7-gh12-1592,1
a923-45b7-gh12-4843,1
a923-45b7-gh12-5230,1
a923-45b7-gh12-5882,1
a923-45b7-gh12-4131,1
a923-45b7-gh12-8477,1
a923-45b7-gh12-9476,1
a923-45b7-gh12-7483,1
a923-45b7-gh12-2972,1
a923-45b7-gh12-8336,1
a923-45b7-gh12-2828,1
a923-45b7-gh12-4206,1
a923-45b7-gh12-1282,0
a923-45b7-gh12-4052,0
a923-45b7-gh12-6428,0
a923-45b7-gh12-7224,0
a923-45b7-gh12-2934,0
a923-45b7-gh12-7945,0
a923-45b7-gh12-8855,0
a923-45b7-gh12-5720,0
a923-45b7-gh12-1821,0
a923-45b7-gh12-3514,0
a923-45b7-gh12-6587,0
a923-45b7-gh12-3357,0
a923-45b7-gh12-6216,0
a923-45b7-gh12-3804,0
a923-45b7-gh12-3073,0
a923-45b7-gh12-7611,0
a923-45b7-gh12-4186,0
a923-45b7-gh12-3941,0
a923-45b7-gh12-4236,0
a923-45b7-gh12-5915,0
a923-45b7-gh12-2092,1
a923-45b7-gh12-3957,1
a923-45b7-gh12-2333,1
a923-45b7-gh12-4447,1
a923-45b7-gh12-4632,1
a923-45b7-gh12-1164,1
a923-45b7-gh12-6821,1
a923-45b7-gh12-6098,1
a923-45b7-gh12-2362,1
a923-45b7-gh12-818,1
a923-45b7-gh12-8164,1
a923-45b7-gh12-3773,1
a923-45b7-gh12-5320,1
a923-45b7-gh12-1359,1
a923-45b7-gh12-6352,1
a923-45b7-gh12-6986,0
a923-45b7-gh12-6160,0
a923-45b7-gh12-6868,0
a923-45b7-gh12-6218,0
a923-45b7-gh12-7029,0
a923-45b7-gh12-883,0
a923-45b7-gh12-4304,0
a923-45b7-gh12-8862,0
a923-45b7-gh12-6606,0
a923-45b7-gh12-6921,0
a923-45b7-gh12-6692,0
a923-45b7-gh12-9377,0
a923-45b7-gh12-7165,0
a923-45b7-gh12-2602,0
a923-45b7-gh12-5084,0
a923-45b7-gh12-8777,0
a923-45b7-gh12-2674,0
a923-45b7-gh12-8958,0
a923-45b7-gh12-1622,0
a923-45b7-gh12-1615,0
a923-45b7-gh12-4431,1
a923-45b7-gh12-3725,1
a923-45b7-gh12-7487,1
a923-45b7-gh12-592,1
a923-45b7-gh12-1981,1
a923-45b7-gh12-1218,1
a923-45b7-gh12-9822,1
a923-45b7-gh12-5621,1
a923-45b7-gh12-4012,1
a923-45b7-gh12-3895,1
a923-45b7-gh12-9758,1
a923-45b7-gh12-6342,1
a923-45b7-gh12-1527,1
a923-45b7-gh12-6026,1
a923-45b7-gh12-9825,1
a923-45b7-gh12-3302,0
a923-45b7-gh12-6407,0
a923-45b7-gh12-4995,0
a923-45b7-gh12-9019,0
a923-45b7-gh12-2543,0
a923-45b7-gh12-6286,0
a923-45b7-gh12-4892,0
a923-45b7-gh12-5658,0
a923-45b7-gh12-6365,0
a923-45b7-gh12-506,0
a923-45b7-gh12-6068,0
a923-45b7-gh12-8805,0
a923-45b7-gh12-1444,0
a923-45b7-gh12-4661,0
a923-45b7-gh12-1244,0
a923-45b7-gh12-5644,0
a923-45b7-gh12-3829,0
a923-45b7-gh12-7143,0
a923-45b7-gh12-5766,0
a923-45b7-gh12-8802,0
a923-45b7-gh12-9918,1
a923-45b7-gh12-4598,1
a923-45b7-gh12-5648,1
a923-45b7-gh12-1253,1
a923-45b7-gh12-5094,1
a923-45b7-gh12-2837,1
a923-45b7-gh12-3469,1
a923-45b7-gh12-3324,1
a923-45b7-gh12-2991,1
a923-45b7-gh12-720,1
a923-45b7-gh12-7382,1
a923-45b7-gh12-2547,1
a923-45b7-gh12-417,1
a923-45b7-gh12-424,1
a923-45b7-gh12-7257,1
a923-45b7-gh12-3596,0
a923-45b7-gh12-4868,0
a923-45b7-gh12-2459,0
a923-45b7-gh12-7367,0
a923-45b7-gh12-2504,0
a923-45b7-gh12-8398,0
a923-45b7-gh12-1860,0
a923-45b7-gh12-6127,0
a923-45b7-gh12-3897,0
a923-45b7-gh12-9592,0
a923-45b7-gh12-7912,0
a923-45b7-gh12-3454,0
a923-45b7-gh12-5218,0
a923-45b7-gh12-5794,0
a923-45b7-gh12-7663,0
a923-45b7-gh12-6874,0
a923-45b7-gh12-1825,0
a923-45b7-gh12-5475,0
a923-45b7-gh12-4285,0
a923-45b7-gh12-4106,0
a923-45b7-gh12-9990,1
a923-45b7-gh12-2907,1
a923-45b7-gh12-8028,1
a923-45b7-gh12-6313,1
a923-45b7-gh12-8189,1
a923-45b7-gh12-1543,1
a923-45b7-gh12-9260,1
a923-45b7-gh12-7370,1
a923-45b7-gh12-1356,1
a923-45b7-gh12-5676,1
a923-45b7-gh12-4588,1
a923-45b7-gh12-8554,1
a923-45b7-gh12-3040,1
a923-45b7-gh12-191,1
a923-45b7-gh12-4005,1
a923-45b7-gh12-2343,0
a923-45b7-gh12-766,0
a923-45b7-gh12-8022,0
a923-45b7-gh12-5170,0
a923-45b7-gh12-190,0
a923-45b7-gh12-6881,0
a923-45b7-gh12-4480,0
a923-45b7-gh12-9320,0
a923-45b7-gh12-479,0
a923-45b7-gh12-4146,0
a923-45b7-gh12-8833,0
a923-45b7-gh12-250,0
a923-45b7-gh12-9045,0
a923-45b7-gh12-7064,0
a923-45b7-gh12-2698,0
a923-45b7-gh12-1674,0
a923-45b7-gh12-5397,0
a923-45b7-gh12-3153,0
a923-45b7-gh12-1279,0
a923-45b7-gh12-3477,0
a923-45b7-gh12-5452,1
a923-45b7-gh12-8846,1
a923-45b7-gh12-7180,1
a923-45b7-gh12-6013,1
a923-45b7-gh12-9092,1
a923-45b7-gh12-2138,1
a923-45b7-gh12-3575,1
a923-45b7-gh12-2564,1
a923-45b7-gh12-8083,1
a923-45b7-gh12-2710,1
a923-45b7-gh12-8466,1
a923-45b7-gh12-4021,1
a923-45b7-gh12-5958,1
a923-45b7-gh12-3932,1
a923-45b7-gh12-8337,1
a923-45b7-gh12-4718,0
a923-45b7-gh12-4890,0
a923-45b7-gh12-2963,0
a923-45b7-gh12-8251,0
a923-45b7-gh12-5549,0
a923-45b7-gh12-663,0
a923-45b7-gh12-2354,0
a923-45b7-gh12-3556,0
a923-45b7-gh12-9001,0
a923-45b7-gh12-6991,0
a923-45b7-gh12-5865,0
a923-45b7-gh12-9309,0
a923-45b7-gh12-9224,0
a923-45b7-gh12-1710,0
a923-45b7-gh12-384,0
a923-45b7-gh12-4082,0
a923-45b7-gh12-9531,0
a923-45b7-gh12-6074,0
a923-45b7-gh12-4629,0
a923-45b7-gh12-5688,0
a923-45b7-gh12-9651,1
a923-45b7-gh12-8627,1
a923-45b7-gh12-3492,1
a923-45b7-gh12-4850,1
a923-45b7-gh12-38,1
a923-45b7-gh12-7153,1
a923-45b7-gh12-2097,1
a923-45b7-gh12-8979,1
a923-45b7-gh12-3367,1
a923-45b7-gh12-2244,1
a923-45b7-gh12-8547,1
a923-45b7-gh12-2844,1
a923-45b7-gh12-4885,1
a923-45b7-gh12-9648,1
a923-45b7-gh12-9703,1
a923-45b7-gh12-2956,0
a923-45b7-gh12-159,0
a923-45b7-gh12-2879,0
a923-45b7-gh12-9964,0
a923-45b7-gh12-3284,0
a923-45b7-gh12-9042,0
a923-45b7-gh12-7102,0
a923-45b7-gh12-2791,0
a923-45b7-gh12-3525,0
a923-45b7-gh12-6835,0
a923-45b7-gh12-1167,0
a923-45b7-gh12-6695,0
a923-45b7-gh12-5,0
a923-45b7-gh12-5438,0
a923-45b7-gh12-4260,0
a923-45b7-gh12-9511,0
a923-45b7-gh12-5335,0
a923-45b7-gh12-9994,0
a923-45b7-gh12-6799,0
a923-45b7-gh12-3632,0
a923-45b7-gh12-6853,1
a923-45b7-gh12-6042,1
a923-45b7-gh12-1319,1
a923-45b7-gh12-5964,1
a923-45b7-gh12-640,1
a923-45b7-gh12-1206,1
a923-45b7-gh12-1569,1
a923-45b7-gh12-5823,1
a923-45b7-gh12-3018,1
a923-45b7-gh12-1717,1
a923-45b7-gh12-9841,1
a923-45b7-gh12-423,1
a923-45b7-gh12-9147,1
a923-45b7-gh12-7780,1
a923-45b7-gh12-6914,1
a923-45b7-gh12-8942,0
a923-45b7-gh12-8284,0
a923-45b7-gh12-6270,0
a923-45b7-gh12-1296,0
a923-45b7-gh12-3790,0
a923-45b7-gh12-8931,0
a923-45b7-gh12-6880,0
a923-45b7-gh12-9363,0
a923-45b7-gh12-2427,0
a923-45b7-gh12-4170,0
a923-45b7-gh12-72,0
a923-45b7-gh12-4031,0
a923-45b7-gh12-9835,0
a923-45b7-gh12-4130,0
a923-45b7-gh12-4420,0
a923-45b7-gh12-1726,0
a923-45b7-gh12-2375,0
a923-45b7-gh12-3359,0
a923-45b7-gh12-219,0
a923-45b7-gh12-5003,0
a923-45b7-gh12-4046,1
a923-45b7-gh12-8556,1
a923-45b7-gh12-8975,1
a923-45b7-gh12-7594,1
a923-45b7-gh12-2160,1
a923-45b7-gh12-4507,1
a923-45b7-gh12-1376,1
a923-45b7-gh12-2425,1
a923-45b7-gh12-7185,1
a923-45b7-gh12-6293,1
a923-45b7-gh12-381,1
a923-45b7-gh12-5979,1
a923-45b7-gh12-8800,1
a923-45b7-gh12-7954,1
a923-45b7-gh12-6729,1
a923-45b7-gh12-1542,0
a923-45b7-gh12-796,0
a923-45b7-gh12-8633,0
a923-45b7-gh12-1976,0
a923-45b7-gh12-9168,0
a923-45b7-gh12-1260,0
a923-45b7-gh12-91,0
a923-45b7-gh12-2457,0
a923-45b7-gh12-7585,0
a923-45b7-gh12-3392,0
a923-45b7-gh12-7613,0
a923-45b7-gh12-4280,0
a,0
a923-45b7-gh12-6427,0
a923-45b7-gh12-7923,0
a923-45b7-gh12-7225,0
a923-45b7-gh12-7764,0
a923-45b7-gh12-2137,0
a923-45b7-gh12-5212,0
a923-45b7-gh12-739,0
a923-45b7-gh12-3131,1
a923-45b7-gh12-8377,1
a923-45b7-gh12-8804,1
a923-45b7-gh12-5957,1
a923-45b7-gh12-9730,1
a923-45b7-gh12-5990,1
a923-45b7-gh12-5909,1
a923-45b7-gh12-5524,1
a923-45b7-gh12-2086,1
a923-45b7-gh12-8135,1
a923-45b7-gh12-8230,1
a923-45b7-gh12-3905,1
a923-45b7-gh12-7039,1
a923-45b7-gh12-6118,1
a923-45b7-gh12-8814,1
a923-45b7-gh12-375,0
a923-45b7-gh12-5791,0
a923-45b7-gh12-2927,0
a923-45b7-gh12-4955,0
a923-45b7-gh12-7093,0
a923-45b7-gh12-6287,0
a923-45b7-gh12-5247,0
a923-45b7-gh12-658,0
a923-45b7-gh12-4132,0
a923-45b7-gh12-7223,0
a923-45b7-gh12-8079,0
a923-45b7-gh12-3230,0
a923-45b7-gh12-4646,0
a923-45b7-gh12-8335,0
a923-45b7-gh12-127,0
a923-45b7-gh12-7280,0
a923-45b7-gh12-9759,0
a923-45b7-gh12-7279,0
a923-45b7-gh12-7562,0
a923-45b7-gh12-9992,0
a923-45b7-gh12-7937,1
a923-45b7-gh12-1442,1
a923-45b7-gh12-7978,1
a923-45b7-gh12-625,1
a923-45b7-gh12-7695,1
a923-45b7-gh12-486,1
a923-45b7-gh12-5375,1
a923-45b7-gh12-8145,1
a923-45b7-gh12-8889,1
a923-45b7-gh12-8651,1
a923-45b7-gh12-371,1
a923-45b7-gh12-5123,1
a923-45b7-gh12-2734,1
a923-45b7-gh12-3025,1
a923-45b7-gh12-1955,1
a923-45b7-gh12-6672,0
a923-45b7-gh12-4395,0
a923-45b7-gh12-4882,0
a923-45b7-gh12-5771,0
a923-45b7-gh12-8878,0
a923-45b7-gh12-3817,0
a923-45b7-gh12-4356,0
a923-45b7-gh12-9347,0
a923-45b7-gh12-6711,0
a923-45b7-gh12-6526,0
a923-45b7-gh12-6346,0
a923-45b7-gh12-6505,0
a923-45b7-gh12-9365,0
a923-45b7-gh12-490,0
a923-45b7-gh12-3004,0
a923-45b7-gh12-4556,0
a923-45b7-gh12-7785,0
a923-45b7-gh12-8161,0
a923-45b7-gh12-9875,0
a923-45b7-gh12-5952,0
a923-45b7-gh12-2724,1
a923-45b7-gh12-4056,1
a923-45b7-gh12-3931,1
a923-45b7-gh12-6426,1
a923-45b7-gh12-1583,1
a923-45b7-gh12-8721,1
a923-45b7-gh12-5507,1
a923-45b7-gh12-9855,1
a923-45b7-gh12-1340,1
a923-45b7-gh12-4956,1
a923-45b7-gh12-580,1
a923-45b7-gh12-5352,1
a923-45b7-gh12-1517,1
a923-45b7-gh12-5761,1
a923-45b7-gh12-1758,1
a923-45b7-gh12-201,0
a923-45b7-gh12-5659,0
a923-45b7-gh12-1759,0
a923-45b7-gh12-5866,0
a923-45b7-gh12-6011,0
a923-45b7-gh12-7768,0
a923-45b7-gh12-7451,0
a923-45b7-gh12-8828,0
a923-45b7-gh12-1698,0
a923-45b7-gh12-9586,0
a923-45b7-gh12-1797,0
a923-45b7-gh12-3082,0
a923-45b7-gh12-1506,0
a923-45b7-gh12-9070,0
a923-45b7-gh12-9765,0
a923-45b7-gh12-1763,0
a923-45b7-gh12-4804,0
a923-45b7-gh12-7309,0
a923-45b7-gh12-6525,0
a923-45b7-gh12-1597,0
a923-45b7-gh12-6276,1
a923-45b7-gh12-2445,1
a923-45b7-gh12-8784,1
a923-45b7-gh12-6398,1
a923-45b7-gh12-6580,1
a923-45b7-gh12-6022,1
a923-45b7-gh12-1317,1
a923-45b7-gh12-3091,1
a923-45b7-gh12-9816,1
a923-45b7-gh12-5675,1
a923-45b7-gh12-9229,1
a923-45b7-gh12-8339,1
a923-45b7-gh12-5453,1
a923-45b7-gh12-6794,1
a923-45b7-gh12-8301,1
